requirement_id,title,source_category,delivery_class,source_ids,source_urls,account_evidence_ids,verification_status,screen_id,screen_title,source_svg,preview_png,state_refs,responsive_refs,task_id,test_id,phase_registry,phase_backlog,task_dependencies,integration_links,adapter_task_ids,integration_ids,implementation_status,test_status,asset_link_status,variant_refs,variant_svg,variant_png
REQ-RTE-007,Скидки за длительность,documented,mandatory_parity,DOC-009,https://confluence.lan.realtycalendar.ru/kb/kak-ustanovit-skidki-na-srok-proyoivaniya-v-realtycalendar-30955856.html,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-RTE-02,Сезоны,design/source/SCR-RTE-02.svg,design/exports/SCR-RTE-02.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-RTE-007,TEST-RTE-007,P2,P2,TASK-OBJ-001;TASK-RTE-001,,,,not_started,not_run,present,,,
REQ-RTE-008,Доплата за взрослых и детские условия,documented,mandatory_parity,DOC-010;DOC-020,https://confluence.lan.realtycalendar.ru/kb/kak-ustanovit-natsenku-na-gostej-v-realtycalendar-30957089.html;https://new.realtycalendar.ru/products/booking-module,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-RTE-06,Состав гостей и детские тарифы,design/source/SCR-RTE-06.svg,design/exports/SCR-RTE-06.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-RTE-008,TEST-RTE-008,P2,P2,TASK-OBJ-001;TASK-RTE-001,,,,not_started,not_run,present,,,
REQ-RTE-009,Тарифы и наценки каналов,documented,mandatory_parity,DOC-011;ACC-RTE-01;ACC-CHAN-01;ACC-CHAN-02,https://confluence.lan.realtycalendar.ru/kb/gibkoe-upravlenie-tarifami-30955746.html;https://realtycalendar.ru/chessmate/,ACC-RTE-01;ACC-CHAN-01;ACC-CHAN-02,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-RTE-07,Тарифы каналов,design/source/SCR-RTE-07.svg,design/exports/SCR-RTE-07.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-RTE-009,TEST-RTE-009,P3,P3,TASK-OBJ-001;TASK-RTE-001,integrations/passports/INT-AVITO.md;integrations/passports/INT-SUTOCHNO.md,,,not_started,not_run,present,,,
REQ-RTE-010,Промокоды прямого бронирования,documented,mandatory_parity,DOC-020,https://new.realtycalendar.ru/products/booking-module,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-RTE-08,Промокоды,design/source/SCR-RTE-08.svg,design/exports/SCR-RTE-08.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-RTE-010,TEST-RTE-010,P2,P2,TASK-OBJ-001;TASK-RTE-001,,,,not_started,not_run,present,,,
REQ-RTE-011,Объяснение итоговой цены,documented,mandatory_parity,DOC-007;DOC-008,https://confluence.lan.realtycalendar.ru/kb/prioritetnost-tsen-i-minimal-nyh-srokov-v-sisteme-realtycalendar-30957138.html;https://confluence.lan.realtycalendar.ru/kb/spets-usloviya-osobennosti-nastrojka-i-redaktirovanie-v-desktopnoj-i-mobil-noj-versiyah-30955765.html,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-RTE-09,Расчёт стоимости,design/source/SCR-RTE-09.svg,design/exports/SCR-RTE-09.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-RTE-011,TEST-RTE-011,P1,P1,TASK-RTE-001,,,,not_started,not_run,present,,,
REQ-RTE-012,Автоматический горизонт продаж,proposed,optional_enhancement,,,,Предложено для Кей Календаря; наличие в RealtyCalendar не заявляется,SCR-RTE-05,"Динамика, окна и горизонт",design/source/SCR-RTE-05.svg,design/exports/SCR-RTE-05.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-RTE-012,TEST-RTE-012,P4,P4,TASK-OBJ-001;TASK-RTE-001,,,,not_started,not_run,present,,,
REQ-GST-001,Справочник гостей и поиск,documented,mandatory_parity,DOC-012,https://confluence.lan.realtycalendar.ru/kb/razdel-klienty-30957160.html,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-GST-01,Гости,design/source/SCR-GST-01.svg,design/exports/SCR-GST-01.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-GST-001,TEST-GST-001,P1,P1,TASK-ORG-002;TASK-IAM-005,,,,not_started,not_run,present,,,
REQ-GST-002,История и показатели гостя,documented,mandatory_parity,DOC-012,https://confluence.lan.realtycalendar.ru/kb/razdel-klienty-30957160.html,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-GST-02,Профиль гостя,design/source/SCR-GST-02.svg,design/exports/SCR-GST-02.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-GST-002,TEST-GST-002,P1,P1,TASK-ORG-002;TASK-IAM-005;TASK-GST-001,,,,not_started,not_run,present,VAR-GST-MERGE,design/source/VAR-GST-MERGE.svg,design/exports/VAR-GST-MERGE.png
REQ-GST-003,Экспорт базы гостей,documented,mandatory_parity,DOC-012,https://confluence.lan.realtycalendar.ru/kb/razdel-klienty-30957160.html,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-GST-01,Гости,design/source/SCR-GST-01.svg,design/exports/SCR-GST-01.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-GST-003,TEST-GST-003,P2,P2,TASK-ORG-002;TASK-IAM-005;TASK-GST-001,,,,not_started,not_run,present,,,
REQ-GST-004,Объединение дублей и ручной контакт,proposed,optional_enhancement,,,,Предложено для Кей Календаря; наличие в RealtyCalendar не заявляется,SCR-GST-02,Профиль гостя,design/source/SCR-GST-02.svg,design/exports/SCR-GST-02.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-GST-004,TEST-GST-004,P4,P4,TASK-ORG-002;TASK-IAM-005;TASK-GST-001,,,,not_started,not_run,present,VAR-GST-MERGE,design/source/VAR-GST-MERGE.svg,design/exports/VAR-GST-MERGE.png
REQ-GST-005,Приватная страница гостя,documented,mandatory_parity,DOC-024,https://new.realtycalendar.ru/products/autopilot,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-GST-03,Кабинет гостя,design/source/SCR-GST-03.svg,design/exports/SCR-GST-03.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-GST-005,TEST-GST-005,P2,P2,TASK-RES-001;TASK-IAM-005,,,,not_started,not_run,present,,,
REQ-GST-006,Документы гостя и согласия,documented,mandatory_parity,DOC-001;DOC-024,https://new.realtycalendar.ru/products/booking;https://new.realtycalendar.ru/products/autopilot,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-GST-04,Документы и согласия,design/source/SCR-GST-04.svg,design/exports/SCR-GST-04.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-GST-006,TEST-GST-006,P2,P2,TASK-GST-005;TASK-OPS-004,,,,not_started,not_run,present,,,
REQ-GST-007,Договор и подтверждение условий,documented,mandatory_parity,DOC-024,https://new.realtycalendar.ru/products/autopilot,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-GST-05,Договор с гостем,design/source/SCR-GST-05.svg,design/exports/SCR-GST-05.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-GST-007,TEST-GST-007,P2,P2,TASK-GST-006,,,,not_started,not_run,present,,,
REQ-GST-008,Заметки о госте и ограничения повторного приема,documented,mandatory_parity,DOC-027,https://confluence.lan.realtycalendar.ru/kb/realtycalendar-zachem-on-vam-nuyoen-30954634.html,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-GST-02,Профиль гостя,design/source/SCR-GST-02.svg,design/exports/SCR-GST-02.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-GST-008,TEST-GST-008,P2,P2,TASK-ORG-002;TASK-IAM-005;TASK-GST-001,,,,not_started,not_run,present,VAR-GST-MERGE,design/source/VAR-GST-MERGE.svg,design/exports/VAR-GST-MERGE.png
REQ-FIN-001,Учетные счета и ручные платежи,documented,mandatory_parity,DOC-013,https://confluence.lan.realtycalendar.ru/kb/otobrayoenie-zadolyoennosti-po-oplate-bronirovanij-30958541.html,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-FIN-01,Платежи и счета,design/source/SCR-FIN-01.svg,design/exports/SCR-FIN-01.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-FIN-001,TEST-FIN-001,P1,P1,TASK-RES-001,,,,not_started,not_run,present,,,
REQ-FIN-001,Учетные счета и ручные платежи,documented,mandatory_parity,DOC-013,https://confluence.lan.realtycalendar.ru/kb/otobrayoenie-zadolyoennosti-po-oplate-bronirovanij-30958541.html,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-FIN-02,Ручной платёж,design/source/SCR-FIN-02.svg,design/exports/SCR-FIN-02.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-FIN-001,TEST-FIN-001,P1,P1,TASK-RES-001,,,,not_started,not_run,present,,,
REQ-FIN-002,"Остаток, срок оплаты и переплата",documented,mandatory_parity,DOC-013;ACC-005,https://confluence.lan.realtycalendar.ru/kb/otobrayoenie-zadolyoennosti-po-oplate-bronirovanij-30958541.html;https://realtycalendar.ru/chessmate/,ACC-005,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-FIN-02,Ручной платёж,design/source/SCR-FIN-02.svg,design/exports/SCR-FIN-02.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-FIN-002,TEST-FIN-002,P1,P1,TASK-RES-001;TASK-FIN-001,,,,not_started,not_run,present,,,
REQ-FIN-003,Платежная ссылка и онлайн-предоплата,documented,mandatory_parity,DOC-020;DOC-028;ACC-PAY-01,https://new.realtycalendar.ru/products/booking-module;https://confluence.lan.realtycalendar.ru/kb/podklyuchenie-monety-dlya-yur-lits-i-ip-48432578.html;https://realtycalendar.ru/chessmate/,ACC-PAY-01,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-FIN-03,Ссылки и возвраты,design/source/SCR-FIN-03.svg,design/exports/SCR-FIN-03.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-FIN-003,TEST-FIN-003,P3,P3,TASK-FIN-001;TASK-INT-004,integrations/passports/INT-MONETA-BUSINESS.md;integrations/passports/INT-MONETA-PERSONAL.md,,,not_started,not_run,present,VAR-FIN-UNKNOWN;VAR-FIN-LINK,design/source/VAR-FIN-UNKNOWN.svg;design/source/VAR-FIN-LINK.svg,design/exports/VAR-FIN-UNKNOWN.png;design/exports/VAR-FIN-LINK.png
REQ-FIN-004,Реестр и сверка платежей,documented,mandatory_parity,DOC-013,https://confluence.lan.realtycalendar.ru/kb/otobrayoenie-zadolyoennosti-po-oplate-bronirovanij-30958541.html,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-FIN-01,Платежи и счета,design/source/SCR-FIN-01.svg,design/exports/SCR-FIN-01.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-FIN-004,TEST-FIN-004,P1,P1,TASK-RES-001;TASK-FIN-001,,,,not_started,not_run,present,,,
REQ-FIN-005,Залог: ручной учет и онлайн-операция,documented,mandatory_parity,DOC-015;ACC-FIN-01;ACC-PAY-01,https://confluence.lan.realtycalendar.ru/kb/zalog-30958547.html?selectedPageVersions=3&selectedPageVersions=4;https://realtycalendar.ru/chessmate/,ACC-FIN-01;ACC-PAY-01,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-FIN-04,Залоги,design/source/SCR-FIN-04.svg,design/exports/SCR-FIN-04.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-FIN-005,TEST-FIN-005,P3,P3,TASK-FIN-001;TASK-INT-004,integrations/passports/INT-MONETA-BUSINESS.md;integrations/passports/INT-MONETA-PERSONAL.md,,,not_started,not_run,present,VAR-FIN-DEPOSIT;VAR-FIN-AUTHORIZATION,design/source/VAR-FIN-DEPOSIT.svg;design/source/VAR-FIN-AUTHORIZATION.svg,design/exports/VAR-FIN-DEPOSIT.png;design/exports/VAR-FIN-AUTHORIZATION.png
REQ-FIN-006,Возврат и удержание залога,documented,mandatory_parity,DOC-015;ACC-FIN-01,https://confluence.lan.realtycalendar.ru/kb/zalog-30958547.html?selectedPageVersions=3&selectedPageVersions=4;https://realtycalendar.ru/chessmate/,ACC-FIN-01,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-FIN-04,Залоги,design/source/SCR-FIN-04.svg,design/exports/SCR-FIN-04.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-FIN-006,TEST-FIN-006,P3,P3,TASK-FIN-005,integrations/passports/INT-MONETA-BUSINESS.md;integrations/passports/INT-MONETA-PERSONAL.md,,,not_started,not_run,present,VAR-FIN-DEPOSIT;VAR-FIN-AUTHORIZATION,design/source/VAR-FIN-DEPOSIT.svg;design/source/VAR-FIN-AUTHORIZATION.svg,design/exports/VAR-FIN-DEPOSIT.png;design/exports/VAR-FIN-AUTHORIZATION.png
REQ-FIN-007,"Расходы, статьи и распределение",documented,mandatory_parity,DOC-014,https://confluence.lan.realtycalendar.ru/kb/rashody-30958622.html,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-FIN-05,Расходы,design/source/SCR-FIN-05.svg,design/exports/SCR-FIN-05.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-FIN-007,TEST-FIN-007,P1,P1,TASK-RES-001;TASK-FIN-001,,,,not_started,not_run,present,,,
REQ-FIN-008,Комиссии каналов,documented,mandatory_parity,DOC-016;DOC-028,https://confluence.lan.realtycalendar.ru/kb/statistika-finansy-i-zagruzka-48433132.html;https://confluence.lan.realtycalendar.ru/kb/podklyuchenie-monety-dlya-yur-lits-i-ip-48432578.html,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-FIN-06,Комиссии каналов,design/source/SCR-FIN-06.svg,design/exports/SCR-FIN-06.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-FIN-008,TEST-FIN-008,P2,P2,TASK-RES-001;TASK-FIN-001,,,,not_started,not_run,present,,,
REQ-FIN-009,Возвраты проживания и фискальные документы,documented,mandatory_parity,DOC-028,https://confluence.lan.realtycalendar.ru/kb/podklyuchenie-monety-dlya-yur-lits-i-ip-48432578.html,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-FIN-03,Ссылки и возвраты,design/source/SCR-FIN-03.svg,design/exports/SCR-FIN-03.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-FIN-009,TEST-FIN-009,P3,P3,TASK-FIN-001;TASK-INT-004,integrations/passports/INT-MONETA-BUSINESS.md;integrations/passports/INT-MONETA-PERSONAL.md,TASK-ADP-MONETA-PERSONAL;TASK-ADP-MONETA-BUSINESS;TASK-ADP-YOOKASSA;TASK-ADP-KOMTET;TASK-ADP-BUSINESSRU;TASK-ADP-CLOUDKASSIR;TASK-ADP-LIFEPAY;TASK-ADP-ATOL;TASK-ADP-EVOTOR;TASK-ADP-FERMA;TASK-ADP-FIRSTOFD;TASK-ADP-KITONLINE;TASK-ADP-ORANGEDATA;TASK-ADP-SBIS;TASK-ADP-DIGITALKASSA;TASK-ADP-MODULKASSA;TASK-ADP-PLATFORMAOFD;TASK-ADP-TAXCOMOFD,INT-MONETA-PERSONAL;INT-MONETA-BUSINESS;INT-YOOKASSA;INT-KOMTET;INT-BUSINESSRU;INT-CLOUDKASSIR;INT-LIFEPAY;INT-ATOL;INT-EVOTOR;INT-FERMA;INT-FIRSTOFD;INT-KITONLINE;INT-ORANGEDATA;INT-SBIS;INT-DIGITALKASSA;INT-MODULKASSA;INT-PLATFORMAOFD;INT-TAXCOMOFD,not_started,not_run,present,VAR-FIN-UNKNOWN;VAR-FIN-LINK,design/source/VAR-FIN-UNKNOWN.svg;design/source/VAR-FIN-LINK.svg,design/exports/VAR-FIN-UNKNOWN.png;design/exports/VAR-FIN-LINK.png
REQ-FIN-009,Возвраты проживания и фискальные документы,documented,mandatory_parity,DOC-028,https://confluence.lan.realtycalendar.ru/kb/podklyuchenie-monety-dlya-yur-lits-i-ip-48432578.html,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-FIN-07,Чеки,design/source/SCR-FIN-07.svg,design/exports/SCR-FIN-07.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-FIN-009,TEST-FIN-009,P3,P3,TASK-FIN-001;TASK-INT-004,integrations/passports/INT-MONETA-BUSINESS.md;integrations/passports/INT-MONETA-PERSONAL.md,TASK-ADP-MONETA-PERSONAL;TASK-ADP-MONETA-BUSINESS;TASK-ADP-YOOKASSA;TASK-ADP-KOMTET;TASK-ADP-BUSINESSRU;TASK-ADP-CLOUDKASSIR;TASK-ADP-LIFEPAY;TASK-ADP-ATOL;TASK-ADP-EVOTOR;TASK-ADP-FERMA;TASK-ADP-FIRSTOFD;TASK-ADP-KITONLINE;TASK-ADP-ORANGEDATA;TASK-ADP-SBIS;TASK-ADP-DIGITALKASSA;TASK-ADP-MODULKASSA;TASK-ADP-PLATFORMAOFD;TASK-ADP-TAXCOMOFD,INT-MONETA-PERSONAL;INT-MONETA-BUSINESS;INT-YOOKASSA;INT-KOMTET;INT-BUSINESSRU;INT-CLOUDKASSIR;INT-LIFEPAY;INT-ATOL;INT-EVOTOR;INT-FERMA;INT-FIRSTOFD;INT-KITONLINE;INT-ORANGEDATA;INT-SBIS;INT-DIGITALKASSA;INT-MODULKASSA;INT-PLATFORMAOFD;INT-TAXCOMOFD,not_started,not_run,present,,,
REQ-FIN-010,Подтверждение ручного перевода гостя,documented,mandatory_parity,DOC-024,https://new.realtycalendar.ru/products/autopilot,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-FIN-08,Проверка перевода,design/source/SCR-FIN-08.svg,design/exports/SCR-FIN-08.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-FIN-010,TEST-FIN-010,P2,P2,TASK-RES-001;TASK-FIN-001,,,,not_started,not_run,present,,,
REQ-REP-001,"Доходы, расходы и прибыль",documented,mandatory_parity,DOC-016;ACC-REP-01,https://confluence.lan.realtycalendar.ru/kb/statistika-finansy-i-zagruzka-48433132.html;https://realtycalendar.ru/chessmate/,ACC-REP-01,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-REP-01,Финансы и загрузка,design/source/SCR-REP-01.svg,design/exports/SCR-REP-01.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-REP-001,TEST-REP-001,P1,P1,TASK-REP-007,,,,not_started,not_run,present,,,
REQ-REP-002,"Загрузка, ADR и RevPAR",account,mandatory_parity,DOC-016;ACC-REP-01,https://confluence.lan.realtycalendar.ru/kb/statistika-finansy-i-zagruzka-48433132.html;https://realtycalendar.ru/chessmate/,ACC-REP-01,Проверено только указанное чтение аккаунта; изменяющие операции и целевая приемка не выполнялись,SCR-REP-01,Финансы и загрузка,design/source/SCR-REP-01.svg,design/exports/SCR-REP-01.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-REP-002,TEST-REP-002,P1,P1,TASK-FIN-001;TASK-RES-001,,,,not_started,not_run,present,,,
REQ-REP-003,Эффективность источников,documented,mandatory_parity,DOC-004,https://confluence.lan.realtycalendar.ru/kb/istochniki-bronirovanij-30958511.html,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-REP-02,Источники и каналы,design/source/SCR-REP-02.svg,design/exports/SCR-REP-02.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-REP-003,TEST-REP-003,P2,P2,TASK-FIN-001;TASK-RES-001,,,,not_started,not_run,present,,,
REQ-REP-004,Конверсия прямого модуля,documented,mandatory_parity,DOC-021,https://confluence.lan.realtycalendar.ru/kb/statistika-modulya-bronirovaniya-30958647.html,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-REP-03,Статистика модуля,design/source/SCR-REP-03.svg,design/exports/SCR-REP-03.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-REP-004,TEST-REP-004,P2,P2,TASK-FIN-001;TASK-RES-001,,,,not_started,not_run,present,,,
REQ-REP-005,Отчеты оплат и долга,documented,mandatory_parity,DOC-013,https://confluence.lan.realtycalendar.ru/kb/otobrayoenie-zadolyoennosti-po-oplate-bronirovanij-30958541.html,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-REP-01,Финансы и загрузка,design/source/SCR-REP-01.svg,design/exports/SCR-REP-01.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-REP-005,TEST-REP-005,P1,P1,TASK-FIN-001;TASK-RES-001,,,,not_started,not_run,present,,,
REQ-REP-006,Экспорт аналитики и воспроизводимый снимок,proposed,optional_enhancement,,,,Предложено для Кей Календаря; наличие в RealtyCalendar не заявляется,SCR-REP-04,Показатели и экспорт,design/source/SCR-REP-04.svg,design/exports/SCR-REP-04.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-REP-006,TEST-REP-006,P4,P4,TASK-FIN-001;TASK-RES-001,,,,not_started,not_run,present,,,
REQ-REP-007,Словарь показателей и контроль расхождений,documented,mandatory_parity,DOC-016,https://confluence.lan.realtycalendar.ru/kb/statistika-finansy-i-zagruzka-48433132.html,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-REP-04,Показатели и экспорт,design/source/SCR-REP-04.svg,design/exports/SCR-REP-04.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-REP-007,TEST-REP-007,P1,P1,TASK-FIN-001;TASK-RES-001,,,,not_started,not_run,present,,,
REQ-MSG-001,Центр уведомлений команды,documented,mandatory_parity,DOC-017,https://confluence.lan.realtycalendar.ru/kb/vidy-uvedomlenij-v-sisteme-realtysalendar-30958522.html,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-MSG-01,Уведомления,design/source/SCR-MSG-01.svg,design/exports/SCR-MSG-01.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-MSG-001,TEST-MSG-001,P1,P1,TASK-RES-001;TASK-IAM-005,,,,not_started,not_run,present,,,
REQ-MSG-002,Настройки доставки сотруднику,documented,mandatory_parity,DOC-017;DOC-025;ACC-007,https://confluence.lan.realtycalendar.ru/kb/vidy-uvedomlenij-v-sisteme-realtysalendar-30958522.html;https://confluence.lan.realtycalendar.ru/kb/gibkie-prava-dostupa-dlya-komandy-v-lichnyj-kabinet-realtycalendar-30958524.html;https://realtycalendar.ru/chessmate/,ACC-007,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-MSG-02,Правила доставки,design/source/SCR-MSG-02.svg,design/exports/SCR-MSG-02.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-MSG-002,TEST-MSG-002,P2,P2,TASK-RES-001;TASK-IAM-005;TASK-MSG-001,,,,not_started,not_run,present,,,
REQ-MSG-003,Email-подтверждение бронирования,documented,mandatory_parity,DOC-012,https://confluence.lan.realtycalendar.ru/kb/razdel-klienty-30957160.html,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-MSG-03,Подтверждение бронирования,design/source/SCR-MSG-03.svg,design/exports/SCR-MSG-03.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-MSG-003,TEST-MSG-003,P1,P1,TASK-RES-001;TASK-IAM-005;TASK-MSG-001,,,,not_started,not_run,present,,,
REQ-MSG-004,Шаблоны сообщений и переменные,documented,mandatory_parity,DOC-022,https://new.realtycalendar.ru/products/avtomaticheskie-soobshcheniya,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-MSG-04,Автосообщения и шаблоны,design/source/SCR-MSG-04.svg,design/exports/SCR-MSG-04.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-MSG-004,TEST-MSG-004,P2,P2,TASK-RES-001;TASK-IAM-005;TASK-MSG-001,,,,not_started,not_run,present,,,
REQ-MSG-005,Автосообщения по этапам проживания,documented,mandatory_parity,DOC-022;DOC-023,https://new.realtycalendar.ru/products/avtomaticheskie-soobshcheniya;https://confluence.lan.realtycalendar.ru/kb/avtosoobshcheniya-oshibki-i-ustranenie-61375230.html,,Подтверждено публичным источником; операции в аккаунте не выполнялись,SCR-MSG-04,Автосообщения и шаблоны,design/source/SCR-MSG-04.svg,design/exports/SCR-MSG-04.png,STATE-01;STATE-02;STATE-03;STATE-04;STATE-05;STATE-06,SCR-MOBILE-01;SCR-MOBILE-02;SCR-TABLET-01,TASK-MSG-005,TEST-MSG-005,P3,P3,TASK-MSG-004;TASK-INT-003,integrations/catalog.json,TASK-ADP-WHATSAPP;TASK-ADP-MAX;TASK-ADP-TELEGRAM;TASK-ADP-EMAIL;TASK-ADP-SMSGATE,INT-WHATSAPP;INT-MAX;INT-TELEGRAM;INT-EMAIL;INT-SMSGATE,not_started,not_run,present,,,
